"location_id","location_name","sex_id","sex_name","age_id","age_name","cause_name","year","val","upper","lower","cause_name_total","val_total","upper_total","lower_total","perc_total"
135,"Brazil",3,"Both",1,"Under 5","Communicable diseases*",1993,142721.082544621,155383.712148917,133739.722779509,"All causes",190064.48429632,196006.807353074,184972.329649498,0.750908740646737
135,"Brazil",3,"Both",6,"5 to 9","Communicable diseases*",1993,2603.69185661231,3780.90103912916,2232.7490695532,"All causes",9778.0448087314,9997.39718097898,9585.00658839676,0.266279395067541
135,"Brazil",3,"Both",7,"10 to 14","Communicable diseases*",1993,1724.52395756194,2563.41306046978,1462.56806081152,"All causes",8928.74637537183,9040.67456501832,8825.88736677352,0.193142898796935
135,"Brazil",3,"Both",8,"15 to 19","Communicable diseases*",1993,2079.86612858818,2823.70218289124,1819.62261278053,"All causes",17245.9941355251,17351.9979287606,17135.9333225148,0.120599955690804
135,"Brazil",3,"Both",9,"20 to 24","Communicable diseases*",1993,3426.06676398479,4039.73015967565,3179.57654399276,"All causes",24020.0427757711,24146.234966342,23894.8452207368,0.142633666224801
135,"Brazil",3,"Both",10,"25 to 29","Communicable diseases*",1993,5273.21953834719,5848.78805794922,4993.08044011502,"All causes",27216.192077777,27341.9587760523,27093.5277559136,0.193753024790451
135,"Brazil",3,"Both",11,"30 to 34","Communicable diseases*",1993,6060.9124005565,6592.04974564323,5762.52506097147,"All causes",29763.8307120607,29894.7965458316,29633.2546086182,0.203633479144219
135,"Brazil",3,"Both",12,"35 to 39","Communicable diseases*",1993,5848.66603393354,6255.87082661463,5596.00617446548,"All causes",33186.9496808059,33337.6838153687,33037.2488544768,0.176233913938653
135,"Brazil",3,"Both",13,"40 to 44","Communicable diseases*",1993,5226.0464874981,5568.03408668767,5002.95209562439,"All causes",36424.1424061937,36593.4437530845,36250.0352340923,0.143477543800989
135,"Brazil",3,"Both",14,"45 to 49","Communicable diseases*",1993,4699.42632117187,4948.81893137332,4506.45291920689,"All causes",40173.9471343199,40361.3547728687,39984.4325820191,0.116976962842599
135,"Brazil",3,"Both",15,"50 to 54","Communicable diseases*",1993,4568.13191502909,4792.3939261494,4365.78014601167,"All causes",46805.3342064703,47009.5187454214,46595.5564225708,0.0975985321433214
135,"Brazil",3,"Both",16,"55 to 59","Communicable diseases*",1993,4720.50420292649,4947.38788033517,4519.75796416616,"All causes",55590.7078067245,55810.1705419435,55371.0685240837,0.0849153462722321
135,"Brazil",3,"Both",17,"60 to 64","Communicable diseases*",1993,5217.26089517925,5448.99310390787,5003.10520040353,"All causes",67199.0908329389,67439.5268958261,66959.3896612479,0.0776388613374202
135,"Brazil",3,"Both",18,"65 to 69","Communicable diseases*",1993,5695.014521308,5926.54002725701,5473.59399360238,"All causes",76980.5463023802,77267.8564496055,76698.1390586565,0.0739799182372379
135,"Brazil",3,"Both",26,"70+ years","Communicable diseases*",1993,26799.7814328697,27441.3330642419,26159.6202797864,"All causes",317948.777215184,319188.986238522,316732.049334724,0.0842896194399639
135,"Brazil",3,"Both",1,"Under 5","Non-communicable diseases",1995,33955.0968171706,40730.5274521783,22518.5033128796,"All causes",169923.131533823,174927.824658291,165423.122890813,0.199826218541717
135,"Brazil",3,"Both",6,"5 to 9","Non-communicable diseases",1995,2670.29877116626,2897.61966288336,2220.08165041101,"All causes",9079.82669151654,9282.41304468012,8896.43595403314,0.294091381023954
135,"Brazil",3,"Both",7,"10 to 14","Non-communicable diseases",1995,2531.59041450433,2700.3272767404,2236.23132364585,"All causes",9045.28343417656,9158.41771410934,8928.91109836316,0.279879611614933
135,"Brazil",3,"Both",8,"15 to 19","Non-communicable diseases",1995,3450.80806745189,3584.11224223601,3243.48371670525,"All causes",19220.3438774296,19331.7237446191,19093.1768023268,0.179539351088518
135,"Brazil",3,"Both",9,"20 to 24","Non-communicable diseases",1995,4283.59390344816,4412.82150147039,4112.46551105992,"All causes",26094.7439363433,26224.0892384642,25960.490849358,0.16415542968721
135,"Brazil",3,"Both",10,"25 to 29","Non-communicable diseases",1995,6409.23061897247,6591.51836408773,6198.23375991429,"All causes",28808.9287986924,28936.7169434805,28672.3169615913,0.222473756791102
135,"Brazil",3,"Both",11,"30 to 34","Non-communicable diseases",1995,10343.9029696536,10566.5664360467,10059.6373067873,"All causes",31834.4321176549,31968.6749913507,31690.6585054202,0.324928144828349
135,"Brazil",3,"Both",12,"35 to 39","Non-communicable diseases",1995,16071.4682442473,16375.3843043688,15773.374601056,"All causes",35324.539886613,35477.5791014317,35166.9748487945,0.454966102766931
135,"Brazil",3,"Both",13,"40 to 44","Non-communicable diseases",1995,22859.5118321416,23160.0404102978,22542.2869060562,"All causes",38766.3860174522,38940.4725607725,38588.6866244904,0.589673533711668
135,"Brazil",3,"Both",14,"45 to 49","Non-communicable diseases",1995,29567.9931947847,29847.3788713226,29276.9164947697,"All causes",42467.9499283455,42660.8616648143,42273.7313521942,0.696242536893671
135,"Brazil",3,"Both",15,"50 to 54","Non-communicable diseases",1995,36913.4534747341,37190.8397742924,36618.2713028159,"All causes",47527.9484813443,47735.8817569432,47316.9318044572,0.776668353131703
135,"Brazil",3,"Both",16,"55 to 59","Non-communicable diseases",1995,47340.9105022112,47639.3479510975,47028.8113153102,"All causes",57173.2620869378,57403.1319812255,56939.7238423666,0.828025352659158
135,"Brazil",3,"Both",17,"60 to 64","Non-communicable diseases",1995,58474.2209479832,58777.4292916812,58137.3635766419,"All causes",67838.7876467039,68090.0342246893,67585.9686060675,0.861958519254645
135,"Brazil",3,"Both",18,"65 to 69","Non-communicable diseases",1995,70859.2494189439,71245.2436226338,70488.5409390869,"All causes",80416.8591591721,80728.4998008827,80108.2676051693,0.881149178913957
135,"Brazil",3,"Both",26,"70+ years","Non-communicable diseases",1995,293779.943685453,295137.460336369,292357.775923525,"All causes",331717.204291795,333029.430174266,330452.043939086,0.885633726211647
135,"Brazil",3,"Both",1,"Under 5","Injuries",1995,9803.53522728503,10616.0858508925,9142.05883377715,"All causes",169923.131533823,174927.824658291,165423.122890813,0.0576939416004916
135,"Brazil",3,"Both",6,"5 to 9","Injuries",1995,4087.49814239134,4351.68973550426,3431.5749419332,"All causes",9079.82669151654,9282.41304468012,8896.43595403314,0.450173586045466
135,"Brazil",3,"Both",7,"10 to 14","Injuries",1995,4882.95785167083,5080.80116672278,4377.62407936176,"All causes",9045.28343417656,9158.41771410934,8928.91109836316,0.539834698072714
135,"Brazil",3,"Both",8,"15 to 19","Injuries",1995,13720.7699083024,13971.1684519314,13188.2184133321,"All causes",19220.3438774296,19331.7237446191,19093.1768023268,0.713867035668111
135,"Brazil",3,"Both",9,"20 to 24","Injuries",1995,18476.2163603683,18718.2630894258,18040.1194949933,"All causes",26094.7439363433,26224.0892384642,25960.490849358,0.708043597033946
135,"Brazil",3,"Both",10,"25 to 29","Injuries",1995,16829.0719613666,17101.2735312062,16457.0818102541,"All causes",28808.9287986924,28936.7169434805,28672.3169615913,0.584161670118414
135,"Brazil",3,"Both",11,"30 to 34","Injuries",1995,14691.9164417905,14993.6729246664,14341.8041951129,"All causes",31834.4321176549,31968.6749913507,31690.6585054202,0.461510241096544
135,"Brazil",3,"Both",12,"35 to 39","Injuries",1995,12582.0131738016,12868.1589990439,12267.4029178843,"All causes",35324.539886613,35477.5791014317,35166.9748487945,0.356183356221713
135,"Brazil",3,"Both",13,"40 to 44","Injuries",1995,10085.1019925458,10318.7602901534,9847.42808317223,"All causes",38766.3860174522,38940.4725607725,38588.6866244904,0.260150687969872
135,"Brazil",3,"Both",14,"45 to 49","Injuries",1995,7809.2945903139,8004.08984345253,7641.2310302529,"All causes",42467.9499283455,42660.8616648143,42273.7313521942,0.183886780583716
135,"Brazil",3,"Both",15,"50 to 54","Injuries",1995,5959.24532247982,6115.08586556568,5814.3863457408,"All causes",47527.9484813443,47735.8817569432,47316.9318044572,0.125384021673457
135,"Brazil",3,"Both",16,"55 to 59","Injuries",1995,4960.92673321014,5085.88594467778,4838.70584427866,"All causes",57173.2620869378,57403.1319812255,56939.7238423666,0.0867700486578244
135,"Brazil",3,"Both",17,"60 to 64","Injuries",1995,4102.29925286131,4206.85268936914,4005.09775059252,"All causes",67838.7876467039,68090.0342246893,67585.9686060675,0.0604712937121693
135,"Brazil",3,"Both",18,"65 to 69","Injuries",1995,3692.47098380028,3774.74519996999,3604.50666773656,"All causes",80416.8591591721,80728.4998008827,80108.2676051693,0.0459166277122517
135,"Brazil",3,"Both",26,"70+ years","Injuries",1995,10186.8242471119,10319.8441348166,10017.7445890479,"All causes",331717.204291795,333029.430174266,330452.043939086,0.0307093636245379
135,"Brazil",3,"Both",1,"Under 5","Communicable diseases*",1997,112597.175654168,122481.95931952,106329.71802131,"All causes",153869.101866438,158267.329661775,149413.028180968,0.731772489007607
135,"Brazil",3,"Both",6,"5 to 9","Communicable diseases*",1997,2034.73045426474,2870.9552860079,1790.48075866155,"All causes",8305.54816130769,8471.72484293122,8124.60359753138,0.244984486845042
135,"Brazil",3,"Both",7,"10 to 14","Communicable diseases*",1997,1432.21219697192,2064.929402655,1254.89510277683,"All causes",8485.82408057845,8590.61703197327,8370.83616412257,0.168777031361024
135,"Brazil",3,"Both",8,"15 to 19","Communicable diseases*",1997,1886.99965003782,2460.33459274803,1702.60242300999,"All causes",19757.8708295287,19889.2594907593,19622.4532208276,0.0955062246493506
135,"Brazil",3,"Both",9,"20 to 24","Communicable diseases*",1997,2864.23751077086,3299.65803593874,2695.30092906961,"All causes",26503.8625469916,26647.4304035247,26359.8349408833,0.108068682656822
135,"Brazil",3,"Both",10,"25 to 29","Communicable diseases*",1997,4728.74050432104,5128.31846365272,4533.09799530141,"All causes",28036.1321139078,28172.9579935264,27900.3320392926,0.168665937409222
135,"Brazil",3,"Both",11,"30 to 34","Communicable diseases*",1997,5963.15814257004,6342.51591159439,5733.04605678553,"All causes",31493.6770181789,31637.9765438654,31352.6049852887,0.18934461476594
135,"Brazil",3,"Both",12,"35 to 39","Communicable diseases*",1997,5902.77619541394,6207.40073928389,5684.28834789624,"All causes",35006.9238216852,35175.6850788768,34842.7168147882,0.168617391961685
135,"Brazil",3,"Both",13,"40 to 44","Communicable diseases*",1997,5418.10002560019,5687.87477404418,5222.44106405955,"All causes",39869.9723813569,40058.8233833394,39690.0983797854,0.135894250785428
135,"Brazil",3,"Both",14,"45 to 49","Communicable diseases*",1997,4801.21744134194,5005.40558109886,4629.82060994563,"All causes",44108.4259397217,44314.4128638294,43907.289094074,0.108850346369269
135,"Brazil",3,"Both",15,"50 to 54","Communicable diseases*",1997,4516.11674988731,4715.57096136536,4337.71399701745,"All causes",49188.5993525906,49407.4230917255,48976.9829431397,0.0918122656332451
135,"Brazil",3,"Both",16,"55 to 59","Communicable diseases*",1997,4711.65464291573,4899.25799484281,4530.89952592929,"All causes",57590.0140707901,57831.8864960845,57356.7306723812,0.081813743561933
135,"Brazil",3,"Both",17,"60 to 64","Communicable diseases*",1997,5155.56817897877,5364.21437041482,4967.41070511105,"All causes",69050.5050813591,69305.9428075086,68805.8691457382,0.0746637287142824
135,"Brazil",3,"Both",18,"65 to 69","Communicable diseases*",1997,5845.72495466983,6074.10842234328,5627.73083202902,"All causes",82521.0223734001,82834.207902765,82230.9348179105,0.0708392211649833
135,"Brazil",3,"Both",26,"70+ years","Communicable diseases*",1997,27776.3062314424,28389.4609935961,27159.376613527,"All causes",341491.414584451,342822.831759655,340206.064379328,0.0813382270978682
135,"Brazil",3,"Both",1,"Under 5","Non-communicable diseases",1999,31454.4365045252,35922.0550017901,22314.8111631304,"All causes",140663.597381571,144752.843806673,136206.113910516,0.223614617356902
135,"Brazil",3,"Both",6,"5 to 9","Non-communicable diseases",1999,2539.61798593611,2697.55940564686,2222.97626374284,"All causes",7769.83937604579,7931.07775665075,7579.86842431097,0.32685591851045
135,"Brazil",3,"Both",7,"10 to 14","Non-communicable diseases",1999,2381.40960257125,2479.958358666,2168.09841999307,"All causes",7724.19463620318,7816.95392405833,7618.91839970647,0.308305229830644
135,"Brazil",3,"Both",8,"15 to 19","Non-communicable diseases",1999,3540.0050579511,3655.17617410977,3402.45735408763,"All causes",19929.9302069136,20059.9779098314,19797.3637515126,0.177622551669704
135,"Brazil",3,"Both",9,"20 to 24","Non-communicable diseases",1999,4422.65529450072,4533.54037740708,4299.89309634632,"All causes",27023.362058698,27164.9011137034,26877.7629331048,0.163660438878559
135,"Brazil",3,"Both",10,"25 to 29","Non-communicable diseases",1999,6157.39192732036,6305.49215612505,5998.35701300769,"All causes",26945.3865459871,27078.1092686824,26814.3874204166,0.228513772359943
135,"Brazil",3,"Both",11,"30 to 34","Non-communicable diseases",1999,10138.2591828213,10331.5900892168,9926.03955810026,"All causes",30112.5749108643,30261.2557656773,29970.9982158899,0.33667858736197
135,"Brazil",3,"Both",12,"35 to 39","Non-communicable diseases",1999,16371.8109146114,16653.1491618496,16086.1960537973,"All causes",34967.6310398452,35146.5099642398,34798.0700765478,0.468199029438279
135,"Brazil",3,"Both",13,"40 to 44","Non-communicable diseases",1999,24683.8919882146,24969.2195226193,24378.2036239628,"All causes",40732.1443429635,40928.5178057696,40543.2890774645,0.606005217412002
135,"Brazil",3,"Both",14,"45 to 49","Non-communicable diseases",1999,32996.0833841976,33297.4241631185,32672.5846823871,"All causes",46263.9422642695,46479.9957416444,46054.4491925709,0.713213828508538
135,"Brazil",3,"Both",15,"50 to 54","Non-communicable diseases",1999,41486.5196293216,41773.3437079883,41182.7483553429,"All causes",52606.5096723928,52842.6440210888,52374.7340284303,0.788619505222434
135,"Brazil",3,"Both",16,"55 to 59","Non-communicable diseases",1999,49847.1298639984,50146.5030970626,49547.3278598624,"All causes",59640.4028891933,59894.5688409447,59393.0752571071,0.835794653443405
135,"Brazil",3,"Both",17,"60 to 64","Non-communicable diseases",1999,62992.7347220386,63306.5197999018,62660.1368132471,"All causes",72520.225290389,72792.2480546959,72241.3578331722,0.868622987170821
135,"Brazil",3,"Both",18,"65 to 69","Non-communicable diseases",1999,74218.2443341212,74557.4857065327,73846.9201911711,"All causes",83680.6204768171,83995.3560899245,83368.1013415563,0.886922729674102
135,"Brazil",3,"Both",26,"70+ years","Non-communicable diseases",1999,325580.071931852,326960.2116068,324133.597415508,"All causes",365613.861938988,367084.531955246,364161.440316217,0.890502537855591
135,"Brazil",3,"Both",1,"Under 5","Injuries",1999,8076.35783404425,8733.21819738835,7536.42376590369,"All causes",140663.597381571,144752.843806673,136206.113910516,0.0574161189133813
135,"Brazil",3,"Both",6,"5 to 9","Injuries",1999,3403.86875904235,3601.95329588367,2975.36725815477,"All causes",7769.83937604579,7931.07775665075,7579.86842431097,0.438087403651662
135,"Brazil",3,"Both",7,"10 to 14","Injuries",1999,4088.6750660449,4231.57341581689,3746.09001125565,"All causes",7724.19463620318,7816.95392405833,7618.91839970647,0.529333510950299
135,"Brazil",3,"Both",8,"15 to 19","Injuries",1999,14656.8235001984,14866.7638060886,14256.8925292286,"All causes",19929.9302069136,20059.9779098314,19797.3637515126,0.735417703325125
135,"Brazil",3,"Both",9,"20 to 24","Injuries",1999,19952.7103248875,20157.4788848964,19627.8118496244,"All causes",27023.362058698,27164.9011137034,26877.7629331048,0.738350405162313
135,"Brazil",3,"Both",10,"25 to 29","Injuries",1999,16762.6436399681,16983.2004605811,16489.7229682289,"All causes",26945.3865459871,27078.1092686824,26814.3874204166,0.622096981661765
135,"Brazil",3,"Both",11,"30 to 34","Injuries",1999,14662.4521099582,14910.8819651407,14386.177969825,"All causes",30112.5749108643,30261.2557656773,29970.9982158899,0.486921233184484
135,"Brazil",3,"Both",12,"35 to 39","Injuries",1999,12985.6163472576,13259.5240392391,12708.9071945421,"All causes",34967.6310398452,35146.5099642398,34798.0700765478,0.371361054812682
135,"Brazil",3,"Both",13,"40 to 44","Injuries",1999,10804.3737682871,11048.1039969035,10573.7003435309,"All causes",40732.1443429635,40928.5178057696,40543.2890774645,0.265254234525798
135,"Brazil",3,"Both",14,"45 to 49","Injuries",1999,8462.09299530351,8669.38360864374,8275.22488105644,"All causes",46263.9422642695,46479.9957416444,46054.4491925709,0.182909034145128
135,"Brazil",3,"Both",15,"50 to 54","Injuries",1999,6447.04520040281,6614.40722949081,6300.27528083286,"All causes",52606.5096723928,52842.6440210888,52374.7340284303,0.12255223242431
135,"Brazil",3,"Both",16,"55 to 59","Injuries",1999,5076.06287648029,5208.24561023896,4957.95838796201,"All causes",59640.4028891933,59894.5688409447,59393.0752571071,0.0851111432951111
135,"Brazil",3,"Both",17,"60 to 64","Injuries",1999,4286.2216364395,4388.38029598385,4184.52251298314,"All causes",72520.225290389,72792.2480546959,72241.3578331722,0.0591038102719125
135,"Brazil",3,"Both",18,"65 to 69","Injuries",1999,3661.99659211318,3757.68039981355,3574.55537302011,"All causes",83680.6204768171,83995.3560899245,83368.1013415563,0.0437615850748585
135,"Brazil",3,"Both",26,"70+ years","Injuries",1999,10650.872993132,10808.3240432317,10483.1523962854,"All causes",365613.861938988,367084.531955246,364161.440316217,0.0291314802361334
135,"Brazil",3,"Both",1,"Under 5","Communicable diseases*",2001,88553.938710186,96162.0721973865,83848.0113791614,"All causes",125320.971584125,129542.855129028,120848.507181209,0.706617077659197
135,"Brazil",3,"Both",6,"5 to 9","Communicable diseases*",2001,1667.7951593273,2241.87998633874,1493.40880165683,"All causes",7507.02014084079,7678.9371990153,7319.06524211632,0.222164737543984
135,"Brazil",3,"Both",7,"10 to 14","Communicable diseases*",2001,1147.89546639497,1570.06919319584,1025.34698373834,"All causes",7405.92178498025,7502.25622350702,7307.8118298019,0.154996974005718
135,"Brazil",3,"Both",8,"15 to 19","Communicable diseases*",2001,1611.12169503029,1985.61168346606,1484.45555690036,"All causes",20246.604975917,20388.0016888419,20121.0118508355,0.0795749063582113
135,"Brazil",3,"Both",9,"20 to 24","Communicable diseases*",2001,2435.28079616475,2721.36369342489,2312.41722990799,"All causes",27871.1718677545,28037.326280965,27711.3692644797,0.087376333069879
135,"Brazil",3,"Both",10,"25 to 29","Communicable diseases*",2001,3597.90354350471,3853.25343793572,3465.15238321311,"All causes",26792.9776366121,26941.6658251397,26648.7303721988,0.134285318798917
135,"Brazil",3,"Both",11,"30 to 34","Communicable diseases*",2001,4864.57344364479,5101.6845488626,4696.825695039,"All causes",29194.555106422,29352.6304702122,29041.4965571157,0.166626051532969
135,"Brazil",3,"Both",12,"35 to 39","Communicable diseases*",2001,5448.52350192095,5667.14720359854,5280.32475257026,"All causes",34496.2481520534,34686.4312580268,34304.2108748361,0.157945393884715
135,"Brazil",3,"Both",13,"40 to 44","Communicable diseases*",2001,5271.4168727075,5468.28330351839,5101.47914480297,"All causes",40948.6582643041,41176.6166059712,40729.898949379,0.128732346703109
135,"Brazil",3,"Both",14,"45 to 49","Communicable diseases*",2001,4984.04303790277,5161.28143234346,4824.32375352196,"All causes",48185.5178177456,48435.2045743074,47939.6334564795,0.103434460469101
135,"Brazil",3,"Both",15,"50 to 54","Communicable diseases*",2001,4826.46246095419,5000.92443276156,4669.57943055663,"All causes",55087.0233931887,55367.379552832,54813.8646482997,0.0876152342903859
135,"Brazil",3,"Both",16,"55 to 59","Communicable diseases*",2001,4673.59883470128,4843.46800700955,4520.46960303489,"All causes",60482.8081687311,60764.0755439099,60194.5063367288,0.0772715251855234
135,"Brazil",3,"Both",17,"60 to 64","Communicable diseases*",2001,5213.09804643989,5408.49664436052,5029.92341300857,"All causes",73593.5153730432,73902.1736509138,73267.9153494044,0.0708363776348346
135,"Brazil",3,"Both",18,"65 to 69","Communicable diseases*",2001,5747.01248709346,5963.47949457328,5530.53797220809,"All causes",84299.7502872135,84637.3479272989,83951.0631233807,0.0681735410545476
135,"Brazil",3,"Both",26,"70+ years","Communicable diseases*",2001,31320.7035488456,32014.3299918089,30660.4808894934,"All causes",387567.206263208,389138.058267983,385923.032350967,0.0808136061119031
135,"Brazil",3,"Both",1,"Under 5","Communicable diseases*",2005,69068.6417996488,74487.3042356511,65152.0058213067,"All causes",100758.972389271,104602.714430471,96994.3865741703,0.68548378533288
135,"Brazil",3,"Both",6,"5 to 9","Communicable diseases*",2005,1521.34094108355,2037.41354652589,1359.62591659064,"All causes",7064.24775835112,7253.4830401539,6865.36863287426,0.215357812059334
135,"Brazil",3,"Both",7,"10 to 14","Communicable diseases*",2005,1054.51485997888,1418.61284712327,949.119063903654,"All causes",7022.95883966754,7125.35305397079,6916.28391649788,0.150152504671207
135,"Brazil",3,"Both",8,"15 to 19","Communicable diseases*",2005,1435.39534759759,1753.86788741128,1326.10629225686,"All causes",19657.9917517159,19802.0287566196,19519.1956552326,0.0730184123448063
135,"Brazil",3,"Both",9,"20 to 24","Communicable diseases*",2005,2150.10285627724,2421.97219580158,2036.08851835696,"All causes",27787.1753922434,27962.1247935289,27618.148773766,0.0773775249166715
135,"Brazil",3,"Both",10,"25 to 29","Communicable diseases*",2005,3207.30407216757,3459.76619980994,3078.46401795037,"All causes",27372.3111428772,27532.7379854293,27218.438885089,0.117173301714502
135,"Brazil",3,"Both",11,"30 to 34","Communicable diseases*",2005,4166.46112542326,4388.39011598403,4023.63607884185,"All causes",27613.0920746669,27765.1788859786,27463.7159064236,0.150887163022417
135,"Brazil",3,"Both",12,"35 to 39","Communicable diseases*",2005,5132.76544959823,5322.34682270074,4983.17030385707,"All causes",32825.2363057191,33010.0012455517,32650.4183044181,0.156366443238794
135,"Brazil",3,"Both",13,"40 to 44","Communicable diseases*",2005,5400.81959877362,5594.52368437993,5230.92768016679,"All causes",41004.2005343009,41227.3191004049,40793.7246861685,0.131713812936207
135,"Brazil",3,"Both",14,"45 to 49","Communicable diseases*",2005,5267.69590692759,5442.2671386053,5093.49859702225,"All causes",50617.5135655001,50874.3977340497,50367.4441538662,0.104068642172854
135,"Brazil",3,"Both",15,"50 to 54","Communicable diseases*",2005,5195.83944369348,5375.765593264,5015.39722940923,"All causes",59425.5971533115,59707.6178309505,59153.5720917207,0.0874343665455945
135,"Brazil",3,"Both",16,"55 to 59","Communicable diseases*",2005,5101.83960605589,5291.22186418409,4914.14711298327,"All causes",66216.6108490928,66513.3772361762,65924.5035033246,0.0770477307828838
135,"Brazil",3,"Both",17,"60 to 64","Communicable diseases*",2005,5244.99277014394,5459.05778140805,5059.16331628653,"All causes",74331.4446010506,74642.9175067683,74020.1669233515,0.0705622337665398
135,"Brazil",3,"Both",18,"65 to 69","Communicable diseases*",2005,6232.8530373341,6487.60140015329,6002.25768992763,"All causes",90293.6224300686,90669.5821930032,89917.9457443605,0.0690287184143196
135,"Brazil",3,"Both",26,"70+ years","Communicable diseases*",2005,37194.4533161415,38010.3931319927,36437.326633522,"All causes",435688.642923673,437429.586662527,433998.807519405,0.0853693432689673
135,"Brazil",3,"Both",1,"Under 5","Injuries",2003,6566.83718634435,7089.83829965329,6113.93750232039,"All causes",111927.357944962,116084.271202098,107573.742630407,0.0586705279827426
135,"Brazil",3,"Both",6,"5 to 9","Injuries",2003,3162.7888389068,3327.09719582992,2852.39272126644,"All causes",7399.02677435038,7590.19979345514,7198.66844170929,0.427460115412879
135,"Brazil",3,"Both",7,"10 to 14","Injuries",2003,3734.17475146668,3863.20329109274,3490.69303547369,"All causes",7149.38228712489,7247.98183910801,7048.21072060173,0.522307326912906
135,"Brazil",3,"Both",8,"15 to 19","Injuries",2003,15239.4302509661,15431.1778685723,14941.5814941613,"All causes",20248.4815779831,20382.3802665507,20117.2000888913,0.752620891214702
135,"Brazil",3,"Both",9,"20 to 24","Injuries",2003,22221.9223564395,22437.2552104288,21958.8521171249,"All causes",29132.4589149726,29301.9744011678,28954.738863038,0.762789108234819
135,"Brazil",3,"Both",10,"25 to 29","Injuries",2003,17972.3798040869,18171.1471078589,17731.7242074705,"All causes",27577.7590676217,27728.1936285549,27422.1701233967,0.65169833995641
135,"Brazil",3,"Both",11,"30 to 34","Injuries",2003,14444.8789507834,14672.7104462777,14230.0337699352,"All causes",28472.2737298281,28622.6552073559,28315.7340567077,0.507331416094481
135,"Brazil",3,"Both",12,"35 to 39","Injuries",2003,12962.2854006723,13208.2664258154,12717.1289637173,"All causes",34103.9888700873,34286.9693132354,33899.6911853045,0.380081211322515
135,"Brazil",3,"Both",13,"40 to 44","Injuries",2003,11194.7571920021,11428.2683492537,10977.2650858452,"All causes",41401.8322579176,41618.0953906108,41163.1235690255,0.270392796199526
135,"Brazil",3,"Both",14,"45 to 49","Injuries",2003,9213.2761108839,9408.23919032929,9018.28766148506,"All causes",50006.7418409266,50249.3082019076,49738.882270859,0.184240679790571
135,"Brazil",3,"Both",15,"50 to 54","Injuries",2003,7060.47614844045,7241.42759181068,6903.52020392615,"All causes",57055.6863021044,57323.8190699735,56763.1898240727,0.123747107537291
